,endTime,artistName,trackName,msPlayed
1815,2020-10-21 21:08,Caamp,By and By,280794
1816,2020-10-21 21:09,Caamp,Keep the Blues Away,98560
1817,2020-10-21 23:28,Caamp,By and By,274095
1818,2020-10-21 23:31,Caamp,Huckleberry Love,176534
1819,2020-10-21 23:38,C418,Oxygène,65125
1820,2020-10-21 23:40,C418,Beginning,102100
1821,2020-10-21 23:43,C418,Thirteen,176500
1822,2020-10-21 23:44,C418,Dry Hands,68500
1823,2020-10-21 23:48,C418,Sweden,215500
1824,2020-10-21 23:51,C418,Clark,191750
1825,2020-10-21 23:54,C418,Living Mice,177500
1826,2020-10-21 23:57,C418,Moog City,160000
1827,2020-10-21 23:58,C418,Chris,87750
1828,2020-10-22 00:01,C418,Cat,186250
1829,2020-10-22 00:05,C418,Minecraft,254000
1830,2020-10-22 00:08,C418,Dog,145750
1831,2020-10-22 00:13,C418,Mice On Venus,281500
1832,2020-10-22 00:14,C418,Wet Hands,90000
1833,2020-10-22 00:16,C418,Excuse,124000
1834,2020-10-22 00:20,C418,Subwoofer Lullaby,208562
1835,2020-10-22 00:23,C418,Haggstrom,204000
1836,2020-10-22 00:27,C418,Danny,254500
1837,2020-10-22 00:29,C418,Équinoxe,114875
1838,2020-10-22 00:31,C418,Door,111437
1839,2020-10-22 00:32,C418,Key,65000
1840,2020-10-22 00:33,C418,Oxygène,65125
1841,2020-10-22 00:35,C418,Beginning,102100
1842,2020-10-22 00:38,C418,Thirteen,176500
1843,2020-10-22 00:39,C418,Dry Hands,68500
1844,2020-10-22 00:43,C418,Sweden,215500
1845,2020-10-22 00:44,Jimmy Eat World,The Middle,490
1846,2020-10-22 00:44,C418,Clark,82503
1847,2020-10-22 00:44,Christopher Jackson,Cabinet Battle #2,2150
1848,2020-10-22 00:44,AsapSCIENCE,The Periodic Table Song (2018 Update),5320
1849,2020-10-22 00:48,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1850,2020-10-22 00:51,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1851,2020-10-22 00:51,Banda MS de Sergio Lizárraga,Qué Maldición,14580
1852,2020-10-22 00:55,Caamp,Wolf Song,208760
1853,2020-10-22 00:58,Caamp,"Penny, Heads Up",207186
1854,2020-10-22 01:03,Caamp,By and By,280794
1855,2020-10-22 01:07,Caamp,No Sleep,237760
1856,2020-10-22 01:10,Caamp,Moonsmoke,198346
1857,2020-10-22 01:14,Caamp,Keep the Blues Away,233840
1858,2020-10-22 01:18,Caamp,Of Love and Life,231152
1859,2020-10-22 01:22,Caamp,Huckleberry Love,267160
1860,2020-10-22 01:28,Caamp,Feels Like Home,129899
1861,2020-10-22 03:10,Cardi B,WAP (feat. Megan Thee Stallion),187541
1862,2020-10-22 03:13,Cardi B,WAP (feat. Megan Thee Stallion),187541
1863,2020-10-22 03:15,Cardi B,WAP (feat. Megan Thee Stallion),144173
1864,2020-10-22 03:18,Megan Thee Stallion,Girls in the Hood,154323
1865,2020-10-22 03:20,Megan Thee Stallion,Girls in the Hood,5274
1866,2020-10-22 03:20,Megan Thee Stallion,Girls in the Hood,154323
1867,2020-10-22 03:21,Megan Thee Stallion,Girls in the Hood,16448
1868,2020-10-22 03:28,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1869,2020-10-22 03:31,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1870,2020-10-22 03:43,Andrew Gold,"Spooky, Scary Skeletons",12330
1871,2020-10-22 03:43,Banda MS de Sergio Lizárraga,Qué Maldición,137965
1872,2020-10-22 06:28,Eels,That Look You Give That Guy,23488
1873,2020-10-22 06:28,Eels,I Need Some Sleep,148186
1874,2020-10-22 06:28,Eels,I Need Some Sleep,4358
1875,2020-10-22 15:56,2Pac,Dear Mama,280000
1876,2020-10-22 15:59,House Of Pain,Jump Around,214946
1877,2020-10-22 16:05,2Pac,Hit 'Em Up - Single Version,312626
1878,2020-10-22 16:09,2Pac,California Love - Original Version,284906
1879,2020-10-22 16:10,2Pac,Hail Mary,16850
1880,2020-10-22 16:14,The Notorious B.I.G.,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,257400
1881,2020-10-22 16:18,Ice Cube,It Was A Good Day,260000
1882,2020-10-22 16:22,The Notorious B.I.G.,Hypnotize - 2014 Remaster,229826
1883,2020-10-22 16:27,Diddy,I'll Be Missing You (feat. 112),8244
1884,2020-10-22 16:27,Lil Dicky,Lemme Freak,285894
1885,2020-10-22 16:32,Chance the Rapper,Cocoa Butter Kisses,307187
1886,2020-10-22 16:37,Dr. Dre,Still D.R.E.,270586
1887,2020-10-22 16:40,Dr. Dre,Forgot About Dre,222293
1888,2020-10-22 17:49,Caamp,Feels Like Home,70690
1889,2020-10-22 17:51,C418,Wet Hands,90000
1890,2020-10-22 17:52,C418,Dry Hands,68500
1891,2020-10-22 17:54,C418,Beginning,102100
1892,2020-10-22 17:58,C418,Danny,254500
1893,2020-10-22 17:59,C418,Oxygène,65125
1894,2020-10-22 18:03,C418,Sweden,215500
1895,2020-10-22 18:06,C418,Thirteen,176500
1896,2020-10-22 18:08,C418,Living Mice,177500
1897,2020-10-22 18:11,C418,Excuse,124000
1898,2020-10-22 18:13,C418,Dog,145750
1899,2020-10-22 18:15,C418,Équinoxe,114875
1900,2020-10-22 18:18,C418,Cat,186250
1901,2020-10-22 18:23,C418,Mice On Venus,281500
1902,2020-10-22 18:26,C418,Clark,191750
1903,2020-10-22 18:29,C418,Moog City,160000
1904,2020-10-22 18:32,C418,Subwoofer Lullaby,208562
1905,2020-10-22 18:36,C418,Minecraft,254000
1906,2020-10-22 18:38,C418,Door,111437
1907,2020-10-22 18:42,C418,Haggstrom,204000
1908,2020-10-22 18:43,C418,Key,65000
1909,2020-10-22 18:44,C418,Chris,87750
1910,2020-10-22 18:46,C418,Dry Hands,39029
1911,2020-10-22 18:46,C418,Wet Hands,90000
1912,2020-10-22 19:20,Warren G,Regulate,44544
1913,2020-10-22 19:23,Caamp,No Sleep,237760
1914,2020-10-22 20:44,Caamp,On & On & On,217040
1915,2020-10-22 22:33,Travis Scott,goosebumps,4330
1916,2020-10-22 22:36,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1917,2020-10-22 22:40,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1918,2020-10-22 22:43,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1919,2020-10-22 22:44,Rod Stewart,Have I Told You Lately - 2008 Remaster,5020
1920,2020-10-22 22:44,Banda MS de Sergio Lizárraga,Qué Maldición,29570
1921,2020-10-22 22:47,Cannibal Kids,Troubled Mind,213261
1922,2020-10-22 22:51,Gabriel Kahane,Slow Down (feat Sufjan Stevens),209815
1923,2020-10-22 22:55,Hozier,Run,254773
1924,2020-10-22 22:58,The Night Café,Endless Lovers,207409
1925,2020-10-22 23:01,The Lumineers,Ophelia,160097
1926,2020-10-22 23:06,Caamp,By and By,280794
1927,2020-10-22 23:09,The Tuesday Crew,Magic to Me,198240
1928,2020-10-22 23:14,The Head and the Heart,Rivers and Roads,284000
1929,2020-10-22 23:16,Alexander 23,Dirty AF1s,137000
1930,2020-10-22 23:19,Wabie,Hey Lover!,162560
1931,2020-10-22 23:22,HOAX,Moon Moon Baby,160936
1932,2020-10-22 23:24,Owl City,Meteor Shower,133786
1933,2020-10-22 23:28,Hozier,Take Me to Church,241693
1934,2020-10-22 23:31,The National Parks,You Are Gold,216653
1935,2020-10-22 23:35,Jack Stauber,Buttercup,208026
1936,2020-10-22 23:39,Gam,Every Second Levitates,255029
1937,2020-10-22 23:43,Hozier,Almost (Sweet Music),217480
1938,2020-10-22 23:48,Lord Huron,Ends of the Earth,284146
1939,2020-10-22 23:50,Sam Soto,Cherry Coke Soda,147906
1940,2020-10-22 23:54,The Lumineers,Life In The City,231360
1941,2020-10-22 23:58,Peach Pit,Shampoo Bottles,224266
1942,2020-10-23 00:01,alt-J,Breezeblocks,227080
1943,2020-10-23 00:05,Hozier,Movement,237800
1944,2020-10-23 04:12,The Backseat Lovers,Davy Crochet,62302
1945,2020-10-23 19:03,Caamp,Of Love and Life,3904
1946,2020-10-23 19:03,Caamp,Moonsmoke,874
1947,2020-10-23 19:03,Caamp,Keep the Blues Away,746
1948,2020-10-23 19:03,Caamp,Peach Fuzz,0
1949,2020-10-23 19:03,Caamp,"Penny, Heads Up",0
1950,2020-10-23 19:03,Caamp,Wunderbar,2240
1951,2020-10-23 19:03,Caamp,Feels Like Home,170
1952,2020-10-23 19:08,Caamp,By and By,280794
1953,2020-10-23 19:11,Caamp,Wolf Song,208760
1954,2020-10-23 19:14,Caamp,Huckleberry Love,179952
1955,2020-10-23 20:24,Eminem,Stan,30890
1956,2020-10-23 20:31,Eminem,Stan,404106
1957,2020-10-23 20:34,Banda MS de Sergio Lizárraga,Qué Maldición,203360
1958,2020-10-23 20:38,Eminem,Stan,249363
1959,2020-10-23 20:43,Caamp,By and By,280794
1960,2020-10-23 20:43,Caamp,By and By,3390
1961,2020-10-23 20:43,Caamp,By and By,12915
1962,2020-10-23 20:47,Caamp,Peach Fuzz,224360
1963,2020-10-23 20:51,Caamp,No Sleep,237760
1964,2020-10-23 20:55,Caamp,Keep the Blues Away,233840
1965,2020-10-23 20:58,Caamp,Wolf Song,208760
1966,2020-10-23 21:02,Caamp,On & On & On,217040
1967,2020-10-23 21:05,Caamp,Wunderbar,169933
1968,2020-10-23 21:09,Caamp,Huckleberry Love,267160
1969,2020-10-23 21:15,Caamp,Feels Like Home,311133
1970,2020-10-23 21:18,Caamp,Moonsmoke,198346
1971,2020-10-23 21:22,Caamp,Of Love and Life,231152
1972,2020-10-23 21:25,Caamp,"Penny, Heads Up",207186
1973,2020-10-23 21:30,Caamp,By and By,280794
1974,2020-10-23 21:34,Caamp,Peach Fuzz,224360
1975,2020-10-23 21:38,Caamp,No Sleep,237760
1976,2020-10-23 21:41,Caamp,Keep the Blues Away,233840
1977,2020-10-23 21:45,Caamp,Wolf Song,208760
1978,2020-10-23 21:49,Caamp,On & On & On,217040
1979,2020-10-23 21:51,Caamp,Wunderbar,169933
1980,2020-10-23 21:56,Caamp,Huckleberry Love,267160
1981,2020-10-23 22:00,Caamp,Feels Like Home,270009
1982,2020-10-24 01:26,Caamp,On & On & On,5248
1983,2020-10-24 01:31,Caamp,By and By,280794
1984,2020-10-24 01:35,Caamp,No Sleep,237760
1985,2020-10-24 01:37,Caamp,Feels Like Home,137405
1986,2020-10-24 17:30,Caamp,By and By,4800
1987,2020-10-24 17:30,Caamp,No Sleep,682
1988,2020-10-24 17:35,Caamp,By and By,280794
1989,2020-10-24 17:39,Caamp,No Sleep,237760
1990,2020-10-24 17:43,Caamp,Keep the Blues Away,233840
1991,2020-10-24 17:46,Caamp,On & On & On,188612
1992,2020-10-26 01:14,Caamp,On & On & On,217440
1993,2020-10-26 01:18,Caamp,"Penny, Heads Up",207186
1994,2020-10-26 01:22,Caamp,Huckleberry Love,267160
1995,2020-10-26 01:25,Caamp,Wunderbar,169933
1996,2020-10-26 01:28,Caamp,Moonsmoke,198346
1997,2020-10-26 01:30,Caamp,Feels Like Home,112152
1998,2020-10-26 01:35,Caamp,Feels Like Home,309584
1999,2020-10-26 01:39,Caamp,Moonsmoke,198346
2000,2020-10-26 01:42,Caamp,Of Love and Life,231152
2001,2020-10-26 01:54,Caamp,"Penny, Heads Up",207186
2002,2020-10-26 01:59,Caamp,By and By,280794
2003,2020-10-26 02:02,Caamp,Peach Fuzz,224360
2004,2020-10-26 02:06,Caamp,No Sleep,237760
2005,2020-10-26 02:10,Caamp,Keep the Blues Away,233840
2006,2020-10-26 02:10,Caamp,Wolf Song,3285
2007,2020-10-26 02:13,Caamp,Huckleberry Love,770
2008,2020-10-26 02:13,Eels,I Need Some Sleep,147170
2009,2020-10-26 02:19,Caamp,By and By,280794
2010,2020-10-26 02:22,Caamp,Wunderbar,169933
2011,2020-10-26 02:26,Caamp,Huckleberry Love,267160
2012,2020-10-26 04:23,Caamp,Huckleberry Love,87194
2013,2020-10-26 04:26,Caamp,Wunderbar,169933
2014,2020-10-26 04:30,Caamp,Keep the Blues Away,233840
2015,2020-10-26 04:34,Caamp,On & On & On,217040
2016,2020-10-26 04:38,Caamp,Peach Fuzz,224360
2017,2020-10-26 04:41,Caamp,Wolf Song,208760
2018,2020-10-26 04:44,Caamp,"Penny, Heads Up",207186
2019,2020-10-26 04:50,Caamp,Feels Like Home,311133
2020,2020-10-26 04:53,Caamp,Of Love and Life,231152
2021,2020-10-26 04:57,Caamp,No Sleep,237760
2022,2020-10-26 05:02,Caamp,By and By,280794
2023,2020-10-26 05:05,Caamp,Moonsmoke,198346
2024,2020-10-26 05:10,Caamp,Huckleberry Love,267160
2025,2020-10-26 05:13,Caamp,Wunderbar,169933
2026,2020-10-26 05:17,Caamp,Keep the Blues Away,233840
2027,2020-10-26 05:20,Caamp,On & On & On,217040
2028,2020-10-26 05:24,Caamp,Peach Fuzz,224360
2029,2020-10-26 05:28,Caamp,Wolf Song,208760
2030,2020-10-26 05:31,Caamp,"Penny, Heads Up",207186
2031,2020-10-26 05:36,Caamp,Feels Like Home,311133
2032,2020-10-26 05:40,Caamp,Of Love and Life,231152
2033,2020-10-26 05:44,Caamp,No Sleep,237760
2034,2020-10-26 05:49,Caamp,By and By,280794
2035,2020-10-26 05:52,Caamp,Moonsmoke,198346
2036,2020-10-26 05:56,Caamp,Huckleberry Love,267160
2037,2020-10-26 05:59,Caamp,Wunderbar,169933
2038,2020-10-26 06:03,Caamp,Keep the Blues Away,233840
2039,2020-10-26 06:07,Caamp,On & On & On,217040
2040,2020-10-26 06:09,Caamp,"Penny, Heads Up",169403
2041,2020-10-26 06:11,Caamp,Peach Fuzz,224360
2042,2020-10-26 06:14,Caamp,Wolf Song,208760
2043,2020-10-26 06:15,Caamp,"Penny, Heads Up",42608
2044,2020-10-26 06:19,Billy Joel,Only the Good Die Young,235560
2045,2020-10-26 06:26,Billy Joel,Scenes from an Italian Restaurant,456893
2046,2020-10-26 06:31,Billy Joel,The Stranger,310506
2047,2020-10-26 06:36,Billy Joel,Just the Way You Are,290573
2048,2020-10-26 06:43,Billy Joel,Everybody Has a Dream,396626
2049,2020-10-26 06:47,Billy Joel,Get It Right the First Time,236973
2050,2020-10-26 06:50,Billy Joel,Movin' Out (Anthony's Song),210760
2051,2020-10-26 06:54,Billy Joel,She's Always a Woman,201373
2052,2020-10-26 06:57,Billy Joel,Vienna,214240
2053,2020-10-26 07:01,Billy Joel,Only the Good Die Young,235560
2054,2020-10-26 07:09,Billy Joel,Scenes from an Italian Restaurant,456893
2055,2020-10-26 07:14,Billy Joel,The Stranger,310506
2056,2020-10-26 07:19,Billy Joel,Just the Way You Are,290573
2057,2020-10-26 07:26,Billy Joel,Everybody Has a Dream,396626
2058,2020-10-26 07:30,Billy Joel,Get It Right the First Time,236973
2059,2020-10-26 07:33,Billy Joel,Movin' Out (Anthony's Song),210760
2060,2020-10-26 07:36,Billy Joel,She's Always a Woman,201373
2061,2020-10-26 07:40,Billy Joel,Vienna,214240
2062,2020-10-26 07:44,Billy Joel,Only the Good Die Young,235560
2063,2020-10-26 07:52,Billy Joel,Scenes from an Italian Restaurant,456893
2064,2020-10-26 07:57,Billy Joel,The Stranger,310506
2065,2020-10-26 08:02,Billy Joel,Just the Way You Are,290573
2066,2020-10-26 08:08,Billy Joel,Everybody Has a Dream,396626
2067,2020-10-26 08:08,Billy Joel,Get It Right the First Time,4756
2068,2020-10-27 00:52,Billy Joel,Get It Right the First Time,236973
2069,2020-10-27 00:56,Billy Joel,Vienna,214240
2070,2020-10-27 01:00,Billy Joel,Just the Way You Are,290573
2071,2020-10-27 01:08,Billy Joel,Scenes from an Italian Restaurant,456893
2072,2020-10-27 01:13,Billy Joel,The Stranger,310506
2073,2020-10-27 01:17,Billy Joel,She's Always a Woman,201373
2074,2020-10-27 01:20,Billy Joel,Only the Good Die Young,235560
2075,2020-10-27 01:24,Billy Joel,Movin' Out (Anthony's Song),210760
2076,2020-10-27 01:31,Billy Joel,Everybody Has a Dream,396626
2077,2020-10-27 01:35,Billy Joel,Vienna,3094
2078,2020-10-27 01:35,Billy Joel,Get It Right the First Time,236973
2079,2020-10-27 01:36,C418,Door,111437
2080,2020-10-27 01:54,C418,Oxygène,31004
2081,2020-10-27 01:54,Banda MS de Sergio Lizárraga,Qué Maldición,6919
2082,2020-10-27 01:57,Bruno Mars,Treasure,178560
2083,2020-10-27 02:03,Childish Gambino,Redbone,326933
2084,2020-10-27 02:06,Childish Gambino,Bonfire,192946
2085,2020-10-27 02:27,Banda MS de Sergio Lizárraga,Qué Maldición,203360
2086,2020-10-27 02:30,Carrie Underwood,Before He Cheats,199946
2087,2020-10-27 02:33,Dwayne Johnson,You're Welcome,163893
2088,2020-10-27 02:36,Childish Gambino,Bonfire,192946
2089,2020-10-27 02:37,Christopher Jackson,Cabinet Battle #1,55105
2090,2020-10-27 02:40,C418,Cat,186250
2091,2020-10-27 02:43,C418,Dog,145750
2092,2020-10-27 02:44,C418,Chris,87750
2093,2020-10-27 02:47,C418,Clark,191750
2094,2020-10-27 02:49,C418,Beginning,102100
2095,2020-10-27 02:51,C418,Door,111437
2096,2020-10-27 02:55,C418,Sweden,215500
2097,2020-10-27 02:56,C418,Wet Hands,90000
2098,2020-10-27 03:00,C418,Subwoofer Lullaby,208562
2099,2020-10-27 03:01,C418,Équinoxe,114875
2100,2020-10-27 03:06,C418,Mice On Venus,281500
2101,2020-10-27 03:08,C418,Excuse,124000
2102,2020-10-27 03:12,C418,Haggstrom,204000
2103,2020-10-27 03:15,C418,Thirteen,176500
2104,2020-10-27 03:16,C418,Key,65000
2105,2020-10-27 03:19,C418,Living Mice,177500
2106,2020-10-27 03:20,C418,Dry Hands,68500
2107,2020-10-27 03:21,C418,Oxygène,65125
2108,2020-10-27 03:25,C418,Minecraft,254000
2109,2020-10-27 03:29,C418,Danny,254500
2110,2020-10-27 03:32,C418,Moog City,160000
2111,2020-10-27 03:35,C418,Cat,186250
2112,2020-10-27 03:38,C418,Dog,145750
2113,2020-10-27 03:39,C418,Chris,87750
2114,2020-10-27 03:42,C418,Clark,191750
2115,2020-10-27 03:44,C418,Beginning,102100
2116,2020-10-27 03:46,C418,Door,111437
2117,2020-10-27 03:50,C418,Sweden,215500
2118,2020-10-27 03:51,C418,Wet Hands,90000
2119,2020-10-27 03:55,C418,Subwoofer Lullaby,208562
2120,2020-10-27 03:57,C418,Équinoxe,114875
2121,2020-10-27 04:01,C418,Mice On Venus,281500
2122,2020-10-27 04:03,C418,Excuse,124000
2123,2020-10-27 04:07,C418,Haggstrom,204000
2124,2020-10-27 04:10,C418,Thirteen,176500
2125,2020-10-27 04:11,C418,Key,65000
2126,2020-10-27 04:14,C418,Living Mice,177500
2127,2020-10-27 04:15,C418,Dry Hands,68500
2128,2020-10-27 04:16,C418,Oxygène,65125
2129,2020-10-27 04:20,C418,Minecraft,254000
2130,2020-10-27 04:24,C418,Danny,254500
2131,2020-10-27 04:27,C418,Moog City,160000
2132,2020-10-27 04:30,C418,Cat,186250
2133,2020-10-27 04:33,C418,Dog,145750
2134,2020-10-27 04:34,C418,Chris,87750
2135,2020-10-27 04:37,C418,Clark,191750
2136,2020-10-27 04:39,C418,Beginning,102100
2137,2020-10-27 04:41,C418,Door,111437
2138,2020-10-27 04:45,C418,Sweden,215500
2139,2020-10-27 04:46,C418,Wet Hands,90000
2140,2020-10-27 04:49,C418,Subwoofer Lullaby,208562
2141,2020-10-27 04:51,C418,Équinoxe,114875
2142,2020-10-27 04:56,C418,Mice On Venus,281500
2143,2020-10-27 04:57,C418,Excuse,23947
2144,2020-10-27 05:00,Childish Gambino,Bonfire,192946
2145,2020-10-27 05:01,C418,Key,65000
2146,2020-10-27 05:05,Beck,Loser,235000
2147,2020-10-27 05:10,David Bowie,Space Oddity - 2015 Remaster,318813
2148,2020-10-27 05:14,Banda MS de Sergio Lizárraga,Qué Maldición,203360
2149,2020-10-27 05:16,Kanye West,Lift Yourself,147904
2150,2020-10-27 05:21,Counting Crows,Mr. Jones,272293
2151,2020-10-27 05:24,BØRNS,Electric Love,218106
2152,2020-10-27 05:30,Childish Gambino,Redbone,326933
2153,2020-10-27 05:34,Travis Scott,goosebumps,243836
2154,2020-10-27 05:38,Leslie Odom Jr.,Alexander Hamilton,236737
2155,2020-10-27 05:38,Fountains Of Wayne,Stacy's Mom,7722
2156,2020-10-27 05:43,Rage Against The Machine,Killing In The Name,313573
2157,2020-10-27 05:46,Kanye West,Lift Yourself,147904
2158,2020-10-27 05:47,Britney Spears,Toxic,100187
2159,2020-10-27 17:24,Caamp,Ohio,138543
2160,2020-10-27 17:27,Caamp,John Henry,196028
2161,2020-10-27 17:29,Caamp,Vagabond,129463
2162,2020-10-27 17:33,Caamp,Iffy,236348
2163,2020-10-27 17:36,Caamp,Mockingbird Song,132403
2164,2020-10-27 17:39,Caamp,All the Debts I Owe,193048
2165,2020-10-27 17:42,Caamp,I Keep Going,166000
2166,2020-10-27 17:44,Caamp,Great Heights,138048
2167,2020-10-27 17:49,Caamp,"So Long, Honey",291761
2168,2020-10-27 17:51,Caamp,See the World,138451
2169,2020-10-27 17:53,Caamp,Ohio,138543
2170,2020-10-27 17:57,Caamp,John Henry,196028
2171,2020-10-27 17:59,Caamp,Vagabond,129463
2172,2020-10-27 18:03,Caamp,Iffy,236348
2173,2020-10-27 18:05,Caamp,Mockingbird Song,132403
2174,2020-10-27 18:08,Caamp,All the Debts I Owe,193048
2175,2020-10-27 18:11,Caamp,I Keep Going,166000
2176,2020-10-27 18:13,Caamp,Great Heights,138048
2177,2020-10-27 18:18,Caamp,"So Long, Honey",291761
2178,2020-10-27 18:20,Caamp,See the World,138451
2179,2020-10-27 18:23,Caamp,Ohio,138543
2180,2020-10-27 18:26,Caamp,John Henry,196028
2181,2020-10-27 18:28,Caamp,Vagabond,129463
2182,2020-10-27 18:32,Caamp,Iffy,236348
2183,2020-10-27 18:33,Caamp,Mockingbird Song,49177
2184,2020-10-27 19:21,Caamp,Mockingbird Song,132403
2185,2020-10-27 20:41,Caamp,"So Long, Honey",291761
2186,2020-10-27 20:45,Caamp,Iffy,236348
2187,2020-10-27 20:46,Caamp,Great Heights,98940
2188,2020-10-27 22:18,Caamp,Mockingbird Song,5400
2189,2020-10-27 22:23,The Lumineers,Morning Song,316358
2190,2020-10-27 22:26,The Lumineers,Classy Girls,165933
2191,2020-10-27 22:31,The Lumineers,Big Parade,327733
2192,2020-10-27 22:33,The Lumineers,Flowers in Your Hair,109735
2193,2020-10-27 22:36,The Lumineers,Flapper Girl,195173
2194,2020-10-27 22:41,The Lumineers,Charlie Boy,261426
2195,2020-10-27 22:44,The Lumineers,Ho Hey,163133
2196,2020-10-27 22:48,The Lumineers,Dead Sea,247933
2197,2020-10-27 22:50,The Lumineers,Stubborn Love,145212
2198,2020-10-27 23:02,Green Day,Basket Case,181533
2199,2020-10-27 23:08,Childish Gambino,Redbone,326933
2200,2020-10-27 23:11,Christopher Jackson,Cabinet Battle #1,215226
2201,2020-10-27 23:15,Mike Posner,Cooler Than Me - Single Mix,213293
2202,2020-10-27 23:17,Tommy James & The Shondells,I Think We're Alone Now - Single Version,130320
2203,2020-10-27 23:22,OutKast,Ms. Jackson,270506
2204,2020-10-27 23:25,Queen,Killer Queen,180066
2205,2020-10-27 23:29,Dwayne Johnson,You're Welcome,9891
2206,2020-10-27 23:29,Carrie Underwood,Before He Cheats,3714
2207,2020-10-27 23:29,Gotye,Somebody That I Used To Know,244973
2208,2020-10-27 23:29,Zac Brown Band,Chicken Fried,1230
2209,2020-10-27 23:34,Childish Gambino,Redbone,326933
2210,2020-10-27 23:41,Murray Head,One Night in Bangkok,14927
2211,2020-10-27 23:41,OutKast,Roses,369573
2212,2020-10-27 23:46,Childish Gambino,Bonfire,192946
2213,2020-10-27 23:51,Bruno Mars,Treasure,8142
2214,2020-10-27 23:51,OutKast,Ms. Jackson,270506
2215,2020-10-27 23:57,Banda MS de Sergio Lizárraga,Qué Maldición,21823
2216,2020-10-27 23:57,Beck,Loser,235000
2217,2020-10-28 03:36,The Jokes,Worst of Me,30260
2218,2020-10-28 03:39,Sam Entwistle,Cherry Cola,161633
2219,2020-10-28 03:43,William Hinson,Why Won't You Be My Girl?,203256
2220,2020-10-28 03:45,The Beatles,I've Just Seen A Face - Remastered 2009,125040
2221,2020-10-28 03:50,Carter Vail,Silent Movies,300000
2222,2020-10-28 03:53,Rex Orange County,Corduroy Dreams,206974
2223,2020-10-28 03:57,Dayglow,Junior Varsity,252400
2224,2020-10-28 04:03,Motel Radio,Streetlights,337868
2225,2020-10-28 04:07,Skinny Dyck,Dreamin',226750
2226,2020-10-28 04:11,Cavetown,Home,269897
2227,2020-10-28 04:15,young friend,ARIZONA,215764
2228,2020-10-28 04:19,Julianna Zachariou,Subway Song,218500
2229,2020-10-28 04:23,Taylor Swift,invisible string,252880
2230,2020-10-28 04:28,Sam Levin,With Love and Compassion,340666
2231,2020-10-28 04:32,Tyler Childers,Lady May (Live),206946
2232,2020-10-28 04:34,Willis,Fight the Vegans,113100
2233,2020-10-28 04:38,Taylor Swift,You Belong With Me,231133
2234,2020-10-28 04:43,Taylor Swift,Back To December,293026
2235,2020-10-28 04:46,Taylor Swift,Love Story,235266
2236,2020-10-28 04:51,Taylor Swift,Fifteen,294333
2237,2020-10-28 04:55,Taylor Swift,Mean,237733
2238,2020-10-28 04:59,Taylor Swift,You Belong With Me,231133
2239,2020-10-28 05:04,Taylor Swift,Back To December,293026
2240,2020-10-28 05:08,Taylor Swift,Love Story,235266
2241,2020-10-28 05:13,Taylor Swift,Fifteen,294333
2242,2020-10-28 05:17,Taylor Swift,Mean,237733
2243,2020-10-28 05:21,Taylor Swift,You Belong With Me,231133
2244,2020-10-28 05:26,Taylor Swift,Back To December,293026
2245,2020-10-28 05:30,Taylor Swift,Fifteen,18276
2246,2020-10-28 05:30,Taylor Swift,Love Story,235266
2247,2020-10-28 05:30,The Notorious B.I.G.,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,6340
2248,2020-10-28 05:35,Lil Dicky,Lemme Freak,285894
2249,2020-10-28 05:36,Dr. Dre,Still D.R.E.,98345
2250,2020-10-28 05:40,Eminem,Godzilla (feat. Juice WRLD),210800
2251,2020-10-28 05:45,Eminem,'Till I Collapse,297786
2252,2020-10-28 05:50,Eminem,Without Me,290320
2253,2020-10-28 05:54,Eminem,Love The Way You Lie,263373
2254,2020-10-28 05:59,Eminem,The Real Slim Shady,284200
2255,2020-10-28 06:03,Eminem,Not Afraid,248133
2256,2020-10-28 06:09,Eminem,Rap God,363521
2257,2020-10-28 06:16,Eminem,Stan,404106
2258,2020-10-28 06:20,Eminem,Lucky You (feat. Joyner Lucas),244679
2259,2020-10-28 06:25,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",326466
2260,2020-10-28 06:28,Eminem,Premonition - Intro,173893
2261,2020-10-28 06:32,Eminem,Unaccommodating (feat. Young M.A),216600
2262,2020-10-28 06:32,Eminem,Alfred - Interlude,1000
2263,2020-10-28 06:32,Eminem,Never Love Again,0
2264,2020-10-28 06:32,Eminem,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",0
2265,2020-10-28 06:32,Eminem,Little Engine,0
2266,2020-10-28 06:32,Eminem,Godzilla (feat. Juice WRLD),780
2267,2020-10-28 06:32,Eminem,Those Kinda Nights (feat. Ed Sheeran),830
2268,2020-10-28 06:32,Eminem,Lock It Up (feat. Anderson .Paak),0
2269,2020-10-28 06:32,Eminem,Stepdad - Intro,0
2270,2020-10-28 06:32,Eminem,In Too Deep,480
2271,2020-10-28 06:32,Eminem,Farewell,0
